"sample_date","site_code","vegetation_scientific_name","common_name","vegetation_rope_length"
2005-03-16,"AB111","Lotus tomentellus",NA,NA
2005-03-16,"AB111","Lupinus sparsiflorus","Lupine",NA
2005-03-16,"AB111","Pectocarya recurvata",NA,NA
2005-03-16,"AB111","Pholistoma auritum",NA,NA
2005-03-16,"AB111","Plagiobothrys arizonicus","Bloodweed",NA
2005-03-16,"AB111","Plantago patagonica","Indian-wheat",NA
2005-03-16,"AB111","Plantago patagonica","Indian-wheat",NA
2005-03-16,"AB111","Schismus arabicus","Schismus",NA
2005-03-16,"AB111","Sphaeralcea emoryi","Globe Mallow, Sore-eye-poppy",NA
2005-05-25,"AB161","Malacothrix glabrata","Desert-dandelion",NA
2005-05-25,"AB161","Claytonia perfoliata ssp. mexicana (Rydb.) Miller & Chambers","Miners Lettuce",NA
2005-05-25,"AB161","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-05-25,"AB161","Bromus rubens","Red Brome",NA
2005-05-25,"AB161","Chenopodium desiccatum","Narrowleaf Goosefoot",NA
2005-05-25,"AB161","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-25,"AB161","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-05-25,"AB161","Pectocarya platycarpa",NA,NA
2005-05-25,"AB161","Plantae",NA,NA
2005-05-25,"AB161","Prosopis juliflora var. velutina",NA,NA
2005-05-25,"AB161","Schismus arabicus","Schismus",NA
2005-05-25,"AB161","Sisymbrium irio","London Rocket",NA
2005-05-05,"AB171","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-05-05,"AB171","Herniaria hirsuta","Burstwort",NA
2005-05-05,"AB171","Lactuca serriola","Prickly Lettuce",NA
2005-05-05,"AB171","Lepidium integrifolium",NA,NA
2005-05-05,"AB171","Malva parviflora","Mallow, Cheese-weed",NA
2005-05-05,"AB171","Parkinsonia",NA,NA
2005-05-05,"AB171","Poa annua","Annual Bluegrass",NA
2005-05-05,"AB171","Sonchus oleraceus","Annual Sow-thistle",NA
2005-05-05,"AB171","Eragrostis mexicana","Lovegrass",NA
2005-05-05,"AB171","Alcea rosea","Hollyhock",NA
2005-05-05,"AB171","Araceae",NA,NA
2005-05-05,"AB171","Asteraceae",NA,NA
2005-05-05,"AB171","Chamaesyce",NA,NA
2005-05-05,"AB171","Chamaesyce maculata","Prostrate Spurge",NA
2005-05-05,"AB171","Chenopodium",NA,NA
2005-05-05,"AB171","Consolida ajacis","Rocket Larkspur",NA
2005-05-05,"AB171","Conyza",NA,NA
2005-05-05,"AB171","Conyza bonariensis",NA,NA
2005-05-05,"AB171","Conyza bonariensis",NA,NA
2005-05-05,"AB171","Cotula australis","Australian Brass Buttons",NA
2005-05-05,"AB171","Cyclospermum leptophyllum","Marsh parsley",NA
2005-05-05,"AB171","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-05,"AB181","Lactuca serriola","Prickly Lettuce",NA
2005-05-05,"AB181","Eriochloa acuminata","Southwestern Cup-grass",NA
2005-05-05,"AB181","Aloe saponaria",NA,NA
2005-05-05,"AB181","Asteraceae",NA,NA
2005-05-05,"AB181","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-05-05,"AB181","Chamaesyce polycarpa",NA,NA
2005-05-05,"AB181","Lactuca serriola","Prickly Lettuce",NA
2005-05-05,"AB181","Laennecia coulteri",NA,NA
2005-05-05,"AB181","Laennecia coulteri",NA,NA
2005-05-05,"AB181","Plantae",NA,NA
2005-05-05,"AB181","Schismus arabicus","Schismus",NA
2005-05-05,"AB181","Sonchus asper","Spiny Sow-thistle",NA
2005-05-06,"AB191","Sonchus asper","Spiny Sow-thistle",NA
2005-05-06,"AB191","Eragrostis mexicana","Lovegrass",NA
2005-05-06,"AB191","Aloe barbadensis","Medicinal Aloe",NA
2005-05-06,"AB191","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-05-06,"AB191","Chenopodium murale","Nettle-leaf Goosefoot",NA
2005-05-06,"AB191","Conyza bonariensis",NA,NA
2005-05-06,"AB191","Conyza bonariensis",NA,NA
2005-05-06,"AB191","Cyclospermum leptophyllum","Marsh parsley",NA
2005-05-06,"AB191","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-06,"AB191","Cyperus",NA,NA
2005-05-06,"AB191","Dianthus",NA,NA
2005-05-06,"AB191","Dichondra micrantha",NA,NA
2005-05-06,"AB191","Lactuca serriola","Prickly Lettuce",NA
2005-05-06,"AB191","Lolium perenne","Italian Ryegrass",NA
2005-05-06,"AB191","Oxalis corniculata","Creeping Woodsorrel",NA
2005-05-06,"AB191","Pelargonium",NA,NA
2005-05-06,"AB191","Plantae",NA,NA
2005-05-06,"AB191","Poa annua","Annual Bluegrass",NA
2005-05-06,"AB191","Portulaca oleracea","Common Purslane",NA
2005-05-06,"AB191","Prosopis alba",NA,NA
2005-05-06,"AB191","Schismus arabicus","Schismus",NA
2005-05-06,"AB191","Sonchus oleraceus","Annual Sow-thistle",NA
2005-05-19,"AB201","Canna x generalis","Common Garden Canna",NA
2005-05-19,"AB201","Carpobrotus edulis","Hottentot fig, freeway iceplant",NA
2005-05-19,"AB201","Chamaesyce",NA,NA
2005-05-19,"AB201","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-05-19,"AB201","Musa acuminata",NA,NA
2005-05-19,"AB201","Plantae",NA,NA
2005-05-19,"AB201","Plantae",NA,NA
2005-05-19,"AB201","Plantae",NA,NA
2005-05-19,"AB201","Plantae",NA,NA
2005-05-19,"AB201","Poaceae","grass",NA
2005-04-15,"AB211","Hymenoxys odorata","Bitter Rubberweed",NA
2005-04-15,"AB211","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-04-15,"AB211","Amaranthus hybridus",NA,NA
2005-04-15,"AB211","Atriplex elegans","Salton Saltbush, Wheel-scale",NA
2005-04-15,"AB211","Avena fatua","Wild Oats",NA
2005-04-15,"AB211","Capsella bursa-pastoris","Shepards Purse, Paniquesillo",NA
2005-04-15,"AB211","Chenopodium",NA,NA
2005-04-15,"AB211","Chenopodium",NA,NA
2005-04-15,"AB211","Chenopodium album","Common Lambsquarters",NA
2005-04-15,"AB211","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-04-15,"AB211","Hordeum murinum",NA,NA
2005-04-15,"AB211","Lactuca serriola","Prickly Lettuce",NA
2005-04-15,"AB211","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-15,"AB211","Monolepis",NA,NA
2005-04-15,"AB211","Phalaris minor","Canary Grass",NA
2005-04-15,"AB211","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-04-15,"AB211","Schismus arabicus","Schismus",NA
2005-04-15,"AB211","Sisymbrium irio","London Rocket",NA
2005-04-15,"AB211","Sonchus oleraceus","Annual Sow-thistle",NA
2005-04-15,"AB211","Sphaeralcea ambigua","Globe Mallow",NA
2005-04-15,"AB221","Hymenoxys odorata","Bitter Rubberweed",NA
2005-04-15,"AB221","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-04-15,"AB221","Amaranthus albus",NA,NA
2005-04-15,"AB221","Atriplex elegans","Salton Saltbush, Wheel-scale",NA
2005-04-15,"AB221","Capsella bursa-pastoris","Shepards Purse, Paniquesillo",NA
2005-04-15,"AB221","Chenopodium",NA,NA
2005-04-15,"AB221","Chenopodium",NA,NA
2005-04-15,"AB221","Conyza bonariensis",NA,NA
2005-04-15,"AB221","Conyza canadensis","Horseweed",NA
2005-04-15,"AB221","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-04-15,"AB221","Descurainia pinnata",NA,NA
2005-04-15,"AB221","Helianthus annuus","Sunflower, Mirasol",NA
2005-04-15,"AB221","Hordeum murinum",NA,NA
2005-04-15,"AB221","Lactuca serriola","Prickly Lettuce",NA
2005-04-15,"AB221","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-15,"AB221","Medicago sativa","Alfalfa",NA
2005-04-15,"AB221","Monolepis nuttalliana","Patata",NA
2005-04-15,"AB221","Polygonum aviculare","Knotweed, Doorweed",NA
2005-04-15,"AB221","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-04-15,"AB221","Sisymbrium irio","London Rocket",NA
2005-04-15,"AB221","Sonchus oleraceus","Annual Sow-thistle",NA
2005-04-15,"AB221","Sphaeralcea ambigua","Globe Mallow",NA
2005-03-22,"AC111","Phacelia cryptantha",NA,NA
2005-03-22,"AC111","Portulaca oleracea","Common Purslane",NA
2005-03-22,"AC111","Pectocarya anisacarpa",NA,NA
2005-03-22,"AC111","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-03-22,"AC111","Anemone tuberosa","Tuber Anemone",NA
2005-03-22,"AC111","Bowlesia incana","Hairy Bowlesia",NA
2005-03-22,"AC111","Bromus rubens","Red Brome",NA
2005-03-22,"AC111","Calandrinia ciliata","Rock-purslane, Red-maids",NA
2005-03-22,"AC111","Calandrinia ciliata","Rock-purslane, Red-maids",NA
2005-03-22,"AC111","Castilleja exserta","Owl-clover",NA
2005-03-22,"AC111","Crassula connata","Pygmyweed",NA
2005-03-22,"AC111","Cryptantha",NA,NA
2005-03-22,"AC111","Daucus pusillus","Wild Carrot, Rattlesnake Weed",NA
2005-03-22,"AC111","Dichelostemma pulchellum",NA,NA
2005-03-22,"AC111","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-03-22,"AC111","Eschscholzia californica",NA,NA
2005-03-22,"AC111","Eucrypta chrysanthemifolia",NA,NA
2005-03-22,"AC111","Filago arizonica","Fluffweed",NA
2005-03-22,"AC111","Gilia",NA,NA
2005-03-22,"AC111","Lasthenia californica","Goldfields",NA
2005-03-22,"AC111","Lepidium lasiocarpum",NA,NA
2005-03-22,"AC111","Lesquerella tenella","Bladderpod",NA
2005-03-22,"AC111","Lotus humistratus","Deer-vetch, Hill Locust",NA
2005-03-22,"AC111","Lotus tomentellus",NA,NA
2005-03-22,"AC111","Lupinus sparsiflorus","Lupine",NA
2005-03-22,"AC111","Parietaria hespera","Pellitory",NA
2005-03-22,"AC111","Pectocarya recurvata",NA,NA
2005-03-22,"AC111","Pholistoma auritum",NA,NA
2005-03-22,"AC111","Plantae",NA,NA
2005-03-22,"AC111","Plantae",NA,NA
2005-03-22,"AC111","Plantae",NA,NA
2005-03-22,"AC111","Plantae",NA,NA
2005-03-22,"AC111","Plantago patagonica","Indian-wheat",NA
2005-03-22,"AC111","Poa bigelovii","Bigelow Bluegrass",NA
2005-03-22,"AC111","Rafinesquia neomexicana","Desert-chicory",NA
2005-03-22,"AC111","Silene antirrhina","Sleepy-catchfly",NA
2005-03-22,"AC111","Sonchus",NA,NA
2005-03-22,"AC111","Sphaeralcea ambigua","Globe Mallow",NA
2005-03-22,"AC111","Thysanocarpus curvipes","Lace-pod",NA
2005-03-22,"AC111","Uropappus lindleyi","Silver Puffs",NA
2005-03-22,"AC111","Vulpia microstachys",NA,NA
2005-03-22,"AC111","Vulpia octoflora","Six-weeks Fescue",NA
2005-05-18,"AC161","Plantago ovata",NA,NA
2005-05-18,"AC161","Portulaca oleracea","Common Purslane",NA
2005-05-18,"AC161","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-05-18,"AC161","Amsinckia tessellata","Bristly fiddleneck",NA
2005-05-18,"AC161","Brassica tournefortii","Mustard",NA
2005-05-18,"AC161","Bromus rubens","Red Brome",NA
2005-05-18,"AC161","Chamaesyce albomarginata","Sand-mat, Spurge",NA
2005-05-18,"AC161","Chenopodium murale","Nettle-leaf Goosefoot",NA
2005-05-18,"AC161","Cryptantha maritima",NA,NA
2005-05-18,"AC161","Cyperus",NA,NA
2005-05-18,"AC161","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-05-18,"AC161","Lepidium lasiocarpum",NA,NA
2005-05-18,"AC161","Malva parviflora","Mallow, Cheese-weed",NA
2005-05-18,"AC161","Pectocarya recurvata",NA,NA
2005-05-18,"AC161","Plantago ovata",NA,NA
2005-05-18,"AC161","Plantago patagonica","Indian-wheat",NA
2005-05-18,"AC161","Prosopis chilensis","Chilean mesquite",NA
2005-05-18,"AC161","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-05-18,"AC161","Schismus arabicus","Schismus",NA
2005-05-18,"AC161","Sisymbrium irio","London Rocket",NA
2005-03-09,"AC181","Sphenopholis obtusata","Prairie Wedge grass",NA
2005-03-09,"AC181","Phacelia affinis",NA,NA
2005-03-09,"AC181","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-09,"AC181","Asteraceae",NA,NA
2005-03-09,"AC181","Dichondra micrantha",NA,NA
2005-03-09,"AC181","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-03-09,"AC181","Lactuca serriola","Prickly Lettuce",NA
2005-03-09,"AC181","Malva parviflora","Mallow, Cheese-weed",NA
2005-03-09,"AC181","Medicago lupulina","Black Medic",NA
2005-03-09,"AC181","Poa annua","Annual Bluegrass",NA
2005-03-09,"AC181","Schismus barbatus","Mediterranean Grass",NA
2005-03-09,"AC181","Sisymbrium irio","London Rocket",NA
2005-03-09,"AC181","Sonchus oleraceus","Annual Sow-thistle",NA
2005-03-09,"AC181","Veronica peregrina","Purslane Speedwell",NA
2005-05-13,"AC191","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-05-13,"AC191","Malva parviflora","Mallow, Cheese-weed",NA
2005-05-13,"AC191","Sisymbrium irio","London Rocket",NA
2005-05-13,"AC191","Tribulus terrestris","Puncture Vine, Bullheads",NA
2005-05-19,"AC211","Lactuca serriola","Prickly Lettuce",NA
2005-05-19,"AC211","Chenopodium",NA,NA
2005-05-19,"AC211","Chenopodium",NA,NA
2005-05-19,"AC211","Helianthus annuus","Sunflower, Mirasol",NA
2005-05-19,"AC211","Lactuca serriola","Prickly Lettuce",NA
2005-05-19,"AC211","Salsola tragus","Tumbleweed, Russian-thistle",NA
2005-05-19,"AC211","Sonchus asper","Spiny Sow-thistle",NA
2005-04-15,"AC221","Lactuca serriola","Prickly Lettuce",NA
2005-04-15,"AC221","Malva parviflora","Mallow, Cheese-weed",NA
2005-04-15,"AC221","Medicago sativa","Alfalfa",NA
2005-04-15,"AC221","Sonchus asper","Spiny Sow-thistle",NA
2005-04-07,"AC71","Lesquerella tenella","Bladderpod",NA
2005-04-07,"AC71","Portulaca oleracea","Common Purslane",NA
2005-04-07,"AC71","Anagallis arvensis","Scarlet Pimpernel, Poor Mans Weatherglass",NA
2005-04-07,"AC71","Pectocarya anisacarpa",NA,NA
2005-04-07,"AC71","Spergularia salina var salina","Sand-spurry",NA
2005-04-07,"AC71","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-04-07,"AC71","Bowlesia incana","Hairy Bowlesia",NA
2005-04-07,"AC71","Brassicaceae",NA,NA
2005-04-07,"AC71","Bromus rubens","Red Brome",NA
2005-04-07,"AC71","Camissonia californica","Sun-drops",NA
2005-04-07,"AC71","Castilleja exserta","Owl-clover",NA
2005-04-07,"AC71","Chorizanthe brevicornu","Brittle Spineflower",NA
2005-04-07,"AC71","Cryptantha",NA,NA
2005-04-07,"AC71","Daucus pusillus","Wild Carrot, Rattlesnake Weed",NA
2005-04-07,"AC71","Dichelostemma pulchellum",NA,NA
2005-04-07,"AC71","Emmenanthe penduliflora","Whispering Bells",NA
2005-04-07,"AC71","Eriastrum",NA,NA
2005-04-07,"AC71","Eriophyllum lanosum","Wooly-daisy",NA
2005-04-07,"AC71","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-04-07,"AC71","Eschscholzia californica",NA,NA
2005-04-07,"AC71","Eucrypta micrantha",NA,NA
2005-04-07,"AC71","Filago californica","Fluffweed",NA
2005-04-07,"AC71","Funastrum cynanchoides",NA,NA
2005-04-07,"AC71","Lasthenia californica","Goldfields",NA
2005-04-07,"AC71","Lepidium lasiocarpum",NA,NA
2005-04-07,"AC71","Lotus humistratus","Deer-vetch, Hill Locust",NA
2005-04-07,"AC71","Lotus salsuginosus","Deer-vetch",NA
2005-04-07,"AC71","Lotus tomentellus",NA,NA
2005-04-07,"AC71","Lupinus sparsiflorus","Lupine",NA
2005-04-07,"AC71","Marina parryi","Indigo-bush",NA
2005-04-07,"AC71","Minuartia douglasii","Sandwort",NA
2005-04-07,"AC71","Pectocarya recurvata",NA,NA
2005-04-07,"AC71","Pectocarya setosa",NA,NA
2005-04-07,"AC71","Phacelia ambigua","Notched-leaved Phacelia",NA
2005-04-07,"AC71","Plagiobothrys arizonicus","Bloodweed",NA
2005-04-07,"AC71","Pterostegia drymarioides",NA,NA
2005-04-07,"AC71","Rafinesquia neomexicana","Desert-chicory",NA
2005-04-07,"AC71","Salvia columbariae","Chia",NA
2005-04-07,"AC71","Schismus arabicus","Schismus",NA
2005-04-07,"AC71","Silene antirrhina","Sleepy-catchfly",NA
2005-04-07,"AC71","Sonchus oleraceus","Annual Sow-thistle",NA
2005-04-07,"AC71","Sonchus oleraceus","Annual Sow-thistle",NA
2005-04-07,"AC71","Thysanocarpus curvipes","Lace-pod",NA
2005-04-07,"AC71","Uropappus lindleyi","Silver Puffs",NA
2005-04-07,"AC71","Vulpia octoflora","Six-weeks Fescue",NA
2005-04-07,"AC71","Vulpia octoflora","Six-weeks Fescue",NA
2005-03-30,"AC91","Rafinesquia neomexicana","Desert-chicory",NA
2005-03-30,"AC91","Plantago rhodosperma",NA,NA
2005-03-30,"AC91","Portulaca oleracea","Common Purslane",NA
2005-03-30,"AC91","Anagallis arvensis","Scarlet Pimpernel, Poor Mans Weatherglass",NA
2005-03-30,"AC91","Pectocarya anisacarpa",NA,NA
2005-03-30,"AC91","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-03-30,"AC91","Amsinckia tessellata","Bristly fiddleneck",NA
2005-03-30,"AC91","Aristida adscensionis",NA,NA
2005-03-30,"AC91","Asteraceae",NA,NA
2005-03-30,"AC91","Astragalus nuttallianus","Nuttall Locoweed",NA
2005-03-30,"AC91","Bowlesia incana","Hairy Bowlesia",NA
2005-03-30,"AC91","Bromus rubens","Red Brome",NA
2005-03-30,"AC91","Camissonia micrantha","Sun-drops",NA
2005-03-30,"AC91","Castilleja exserta","Owl-clover",NA
2005-03-30,"AC91","Castilleja exserta","Owl-clover",NA
2005-03-30,"AC91","Chamaesyce",NA,NA
2005-03-30,"AC91","Chamaesyce",NA,NA
2005-03-30,"AC91","Crassula connata","Pygmyweed",NA
2005-03-30,"AC91","Cryptantha",NA,NA
2005-03-30,"AC91","Cryptantha muricata",NA,NA
2005-03-30,"AC91","Dichelostemma pulchellum",NA,NA
2005-03-30,"AC91","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-03-30,"AC91","Eschscholzia californica",NA,NA
2005-03-30,"AC91","Gilia",NA,NA
2005-03-30,"AC91","Herniaria hirsuta","Burstwort",NA
2005-03-30,"AC91","Lasthenia californica","Goldfields",NA
2005-03-30,"AC91","Lepidium lasiocarpum",NA,NA
2005-03-30,"AC91","Lotus humistratus","Deer-vetch, Hill Locust",NA
2005-03-30,"AC91","Lotus tomentellus",NA,NA
2005-03-30,"AC91","Lupinus concinnus","Bajada Lupine",NA
2005-03-30,"AC91","Lupinus sparsiflorus","Lupine",NA
2005-03-30,"AC91","Parietaria hespera","Pellitory",NA
2005-03-30,"AC91","Pectocarya recurvata",NA,NA
2005-03-30,"AC91","Phacelia distans","Wild-heliotrope",NA
2005-03-30,"AC91","Plagiobothrys arizonicus","Bloodweed",NA
2005-03-30,"AC91","Plantae",NA,NA
2005-03-30,"AC91","Plantae",NA,NA
2005-03-30,"AC91","Plantago patagonica","Indian-wheat",NA
2005-03-30,"AC91","Poa",NA,NA
2005-03-30,"AC91","Silene antirrhina","Sleepy-catchfly",NA
2005-03-30,"AC91","Sphaeralcea ambigua","Globe Mallow",NA
2005-03-30,"AC91","Stylocline micropoides","Desert Nest-straw",NA
2005-03-30,"AC91","Vulpia microstachys",NA,NA
2005-03-30,"AC91","Vulpia octoflora","Six-weeks Fescue",NA
2005-05-18,"AD101","Daucus carota","Carrot",NA
2005-05-18,"AD101","Cyperus acuminatus","Flat Sedge",NA
2005-05-18,"AD101","Lactuca serriola","Prickly Lettuce",NA
2005-05-18,"AD101","Malacothrix glabrata","Desert-dandelion",NA
2005-05-18,"AD101","Rafinesquia neomexicana","Desert-chicory",NA
2005-05-18,"AD101","Phacelia cryptantha",NA,NA
2005-05-18,"AD101","Plantago rhodosperma",NA,NA
2005-05-18,"AD101","Portulaca oleracea","Common Purslane",NA
2005-05-18,"AD101","Spergularia salina var salina","Sand-spurry",NA
2005-05-18,"AD101","Amsinckia menziesii","Menzies' fiddleneck",NA
2005-05-18,"AD101","Amsinckia tessellata","Bristly fiddleneck",NA
2005-05-18,"AD101","Bromus rubens","Red Brome",NA
2005-05-18,"AD101","Castilleja exserta","Owl-clover",NA
2005-05-18,"AD101","Caulanthus lasiophyllus","Thelypody",NA
2005-05-18,"AD101","Chamaesyce polycarpa",NA,NA
2005-05-18,"AD101","Chorizanthe brevicornu","Brittle Spineflower",NA
2005-05-18,"AD101","Cryptantha muricata",NA,NA
2005-05-18,"AD101","Daucus pusillus","Wild Carrot, Rattlesnake Weed",NA
2005-05-18,"AD101","Descurainia pinnata",NA,NA
2005-05-18,"AD101","Eriastrum diffusum",NA,NA
2005-05-18,"AD101","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-05-18,"AD101","Eucrypta micrantha",NA,NA
2005-05-18,"AD101","Herniaria hirsuta","Burstwort",NA
2005-05-18,"AD101","Lepidium lasiocarpum",NA,NA
2005-05-18,"AD101","Lesquerella tenella","Bladderpod",NA
2005-05-18,"AD101","Lotus salsuginosus","Deer-vetch",NA
2005-05-18,"AD101","Lotus tomentellus",NA,NA
2005-05-18,"AD101","Lupinus",NA,NA
2005-05-18,"AD101","Mentzelia affinis","Stick-leaf, Blazing-star",NA
2005-05-18,"AD101","Pectocarya recurvata",NA,NA
2005-05-18,"AD101","Phacelia ambigua","Notched-leaved Phacelia",NA
2005-05-18,"AD101","Pholistoma auritum",NA,NA
2005-05-18,"AD101","Plantago ovata",NA,NA
2005-05-18,"AD101","Plantago patagonica","Indian-wheat",NA
2005-05-18,"AD101","Salvia columbariae","Chia",NA
2005-05-18,"AD101","Schismus arabicus","Schismus",NA
2005-05-18,"AD101","Silene antirrhina","Sleepy-catchfly",NA
2005-05-18,"AD101","Sonchus asper","Spiny Sow-thistle",NA
2005-05-18,"AD101","Stylocline micropoides","Desert Nest-straw",NA
2005-05-18,"AD101","Uropappus lindleyi","Silver Puffs",NA
2005-05-18,"AD171","Brachychiton populneum",NA,NA
2005-05-18,"AD171","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-05-18,"AD171","Sonchus oleraceus","Annual Sow-thistle",NA
2005-03-11,"AD181","Malacothrix glabrata","Desert-dandelion",NA
2005-03-11,"AD181","Portulaca oleracea","Common Purslane",NA
2005-03-11,"AD181","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-11,"AD181","Asteraceae",NA,NA
2005-03-11,"AD181","Brachychiton populneum",NA,NA
2005-03-11,"AD181","Brassica tournefortii","Mustard",NA
2005-03-11,"AD181","Bromus rubens","Red Brome",NA
2005-03-11,"AD181","Cryptantha",NA,NA
2005-03-11,"AD181","Erodium cicutarium","Red-stemmed Filaree, Heronbill",NA
2005-03-11,"AD181","Lepidium lasiocarpum",NA,NA
2005-03-11,"AD181","Pectocarya recurvata",NA,NA
2005-03-11,"AD181","Plantae",NA,NA
2005-03-11,"AD181","Plantae",NA,NA
2005-03-11,"AD181","Plantago ovata",NA,NA
2005-03-11,"AD181","Schismus arabicus","Schismus",NA
2005-03-11,"AD181","Sisymbrium irio","London Rocket",NA
2005-03-09,"AD191","Hymenoxys odorata","Bitter Rubberweed",NA
2005-03-09,"AD191","Sonchus asper","Spiny Sow-thistle",NA
2005-03-09,"AD191","Brassica oleracea","Brussels Sprouts,Kale, Brocolli etc.",NA
2005-03-09,"AD191","Arecastrum",NA,NA
2005-03-09,"AD191","Brassicaceae",NA,NA
2005-03-09,"AD191","Capsella bursa-pastoris","Shepards Purse, Paniquesillo",NA
2005-03-09,"AD191","Carissa macrocarpa",NA,NA
2005-03-09,"AD191","Cotula australis","Australian Brass Buttons",NA
2005-03-09,"AD191","Cynodon dactylon","Bermuda Grass, Tiff green",NA
2005-03-09,"AD191","Juniperus chinensis","Juniper",NA
2005-03-09,"AD191","Lactuca serriola","Prickly Lettuce",NA
2005-03-09,"AD191","Lycianthes rantonnettii",NA,NA
